Passage,Key Phrase,Keyword 1,K1-1,K1-2,K1-3,K1-4,K1-5,K1-6,K1-7,K1-8,K1-9,K1-10,K1-11,K1-12,K1-13,K1-14,K1-15,K1-16,K1-17,K1-18,K1-19,K1-20,K1-21,K1-22,K1-23,Keyword 2,K2-1,K2-2,K2-3,K2-4,K2-5,K2-6,K2-7,K2-8,K2-9,K2-10,K2-11,K2-12,K2-13,K2-14,K2-15,K2-16,K2-17,K2-18,K2-19,K2-20,K2-21,K2-22,K2-23,K2-24,Keyword 3,K3-1,K3-2,K3-3,K3-4,K3-5,K3-6,K3-7,K3-8,K3-9,K3-10,K3-11,K3-12,K3-13,K3-14,K3-15,K3-16,K3-17,K3-18,K3-19,K3-20,K3-21,Keyword 4,K4-1,K4-2,K4-3,K4-4,K4-5,K4-6,K4-7,K4-8,K4-9,K4-10,K4-11,K4-12,K4-13,K4-14,K4-15,Keyword 5,K5-1,K5-2,K5-3,K5-4,K5-5,K5-6,K5-7,K5-8,K5-9,Keyword 6,K6-1,K6-2,K6-3,K6-4,K6-5,K6-6,K6-7,K6-8,K6-9,Keyword 7,K7-1,K7-2,K7-3,K7-4,K7-5,K7-6,K7-7,K7-8,K7-9,Keyword 8,K8-1,K8-2,K8-3,K8-4,K8-5,K8-6,K8-7,K8-8,K8-9,Keyword 9,K9-1,K9-2,K9-3,K9-4,K9-5,K9-6,K9-7,K9-8,K9-9,Keyword 10,K10-1,K10-2,K10-3,K10-4,K10-5,K10-6,K10-7,K10-8,K10-9,K10-10
Managerial Decision Making,Parametric techniques are used when populations follow the normal distribution,parametric,,,,,,,,,,,,,,,,,,,,,,,,normal distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A population contains parameters,popul,,,,,,,,,,,,,,,,,,,,,,,,parameter,specific,measure,guideline,criteri,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Parameters characterize probability distributions,parameter,specific,measure,guideline,criteri,framework,,,,,,,,,,,,,,,,,,,probability distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Parameters are estimated through sample statistics,parameter,specific,measure,guideline,criteri,framework,,,,,,,,,,,,,,,,,,,sample stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Sample statistics are calculated to make inferences,sample stat,,,,,,,,,,,,,,,,,,,,,,,,estimat,forecast,predict,anticipat,infer,expect,project,approx,evaluat,assess,gaug,measur,deduc,calc,extrapolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Inferences are carried out through hypothesis testing,infer,conjectur,predict,hypothes,estimat,deduc,,,,,,,,,,,,,,,,,,,hypothesis test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A sample has information to calculate sample statistics,sampl,represent,pop,,,,,,,,,,,,,,,,,,,,,,sample stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A sample provides estimate of parameters,sampl,represent,pop,,,,,,,,,,,,,,,,,,,,,,estimat,forecast,predict,anticipat,infer,expect,project,approx,evaluat,assess,gaug,measur,deduc,calc,extrapolat,,,,,,,,,,,parameter,specific,measure,guideline,criteri,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A sample provides information to obtain estimates,sampl,represent,pop,,,,,,,,,,,,,,,,,,,,,,info,data,input,record,evidence,,,,,,,,,,,,,,,,,,,,,estimat,predict,infer,project,approx,evaluat,assess,measur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A sample generates results errors,sampl,represent,pop,,,,,,,,,,,,,,,,,,,,,,error,mistak,inaccur,calc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Estimates of parameters allow the analyst to make inferences,estimat,forecast,predict,aniticpat,infer,expect,outlook,project,approx,evaluat,deduc,calc,assess,gaug,measur,parameter,variable,extrapolat,specific,measure,guideline,criteri,framework,,analyst,,,,,,,,,,,,,,,,,,,,,,,,,infer,forecast,predict,estimat,anticipat,expect,outlook,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Estimates from many samples generate a sampling distribution,estimat,forecast,predict,anticipat,infer,expect,project,approx,evaluat,assess,gaug,measur,deduc,calc,extrapolat,,,,,,,,,,sampl,represent,pop,,,,,,,,,,,,,,,,,,,,,,,sampling dist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A sampling distribution e.g. the sample distribution of the mean of x,sampling dist,,,,,,,,,,,,,,,,,,,,,,,,mean,average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A sampling distribution of the mean of x converges to a normal distribution thanks to a result from a central limit,sampling dist,,,,,,,,,,,,,,,,,,,,,,,,mean,average,,,,,,,,,,,,,,,,,,,,,,,,normal dist,,,,,,,,,,,,,,,,,,,,,,central lim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Estimates e.g. point estimates,estimat,forecast,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,point estimat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Estimates e.g. interval estimates,estimat,forecast,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,interval estimat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Interval estimates are computed using confidence intervals,interval estimat,,,,,,,,,,,,,,,,,,,,,,,,confidence interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Errors can be random errors,error,mistak,inaccur,calc,,,,,,,,,,,,,,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Errors can be systematic errors,error,mistak,inaccur,calc,,,,,,,,,,,,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Systematic errors cause bias,system,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,,,,,,,,,,,,,,,,,,,,bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,The multiple regression model summarizes the relationship between more than two variables,multiple regress,,,,,,,,,,,,,,,,,,,,,,,,relation,assoc,link,inter,corr,bond,tie,conn,,,,,,,,,,,,,,,,,,more ,over,beyond,higher,exceed,larger,greater,,,,,,,,,,,,,,,,two,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,The multiple regression model is represented by a regression equation,multiple regress,,,,,,,,,,,,,,,,,,,,,,,,regression equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,The multiple regression model includes parameters,multiple regress,,,,,,,,,,,,,,,,,,,,,,,,parameter,specific,measure,guideline,criteri,framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Variables are combined in a regression equation,variable,combine,multiple,integrate,joined,together,incorporat,with,factor,element,,,,,,,,,,,,,,,regression equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Parameters are unknown and estimated through a regression equation,parameter,specific,measure,guideline,criteri,framework,,,,,,,,,,,,,,,,,,,unknown,unidentif,not,,,,,,,,,,,,,,,,,,,,,,,regression equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A regression equation can be a linear equation,regression equation,,,,,,,,,,,,,,,,,,,,,,,,linear equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A regression equation can be a non-linear equation,regression equation,,,,,,,,,,,,,,,,,,,,,,,,non-linear equation,non linear equation,nonlinear equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,An error term (or unsystematic component) is checked for randomness using diagnostic tests,error term,unsystematic component,,,,,,,,,,,,,,,,,,,,,,,random,unpredict,,,,,,,,,,,,,,,,,,,,,,,,diagnostic test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A linear equation is consistent with different functional forms,linear equation,,,,,,,,,,,,,,,,,,,,,,,,functional form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Functional forms include the double-log functional form,functional form,,,,,,,,,,,,,,,,,,,,,,,,double-log,double log,double-logarithmic,double logarithmic,log-log,log log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,The double-log functional form provides estimates of elasticity coefficient,double-log,double log,double-logarithmic,double logarithmic,log-log,log log,,,,,,,,,,,,,,,,,,,elastacity coefficien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,A non-linear equation can have a variety of functional forms,non-linear,non linear,nonlinear,,,,,,,,,,,,,,,,,,,,,,functional form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Analysis of parameters depends on functional forms,analy,infer,evaluat,invest,stud,exam,assess,gaug,measur,parameter,variable,extrapolat,specific,measure,guideline,criteri,framework,review,inspect,survey,inter,research,,,functional form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Analysis of parameters include slope coefficients,analy,infer,evaluat,invest,stud,exam,assess,gaug,measur,parameter,variable,extrapolat,specific,measure,guideline,criteri,framework,review,inspect,survey,inter,research,,,slope coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Slope coefficients can be elasticity coefficient,slope coefficient ,,,,,,,,,,,,,,,,,,,,,,,,elasticity coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Time series models use time series data,time series,,,,,,,,,,,,,,,,,,,,,,,,model,graph,present,figure,diagram,pict,chart,plot,,,,,,,,,,,,,,,,,,data,info,input,record,evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Time series models e.g. smoothing methods,time series,,,,,,,,,,,,,,,,,,,,,,,,smoothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Time series models e.g. ARIMA,time series ,,,,,,,,,,,,,,,,,,,,,,,,ARIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Time series models e.g. other,time series,,,,,,,,,,,,,,,,,,,,,,,,other,besides,more,includ,limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,TIme series data can be characterized by their components,time series,,,,,,,,,,,,,,,,,,,,,,,,data,info,input,record,evidence,,,,,,,,,,,,,,,,,,,,,component,part,element,piece,unit,section,constituent,module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Smoothing methods e.g. moving averages,smoothing,,,,,,,,,,,,,,,,,,,,,,,,moving average,M.,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Smoothing methods e.g. simple exponential smoothing,smoothing,,,,,,,,,,,,,,,,,,,,,,,,simple exponential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Smoothing methods e.g. Winter's exponential smoothing,smoothing,,,,,,,,,,,,,,,,,,,,,,,,Winter's exponential,Winters exponential,Holt-Winters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Moving averages provide forecasts,moving average,MA,M. ,,,,,,,,,,,,,,,,,,,,,,forecast ,estimat,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Simple exponential smoothing provide forecasts,simple exponential,,,,,,,,,,,,,,,,,,,,,,,,forecast ,estimat,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Winter's exponential smoothing provide forecasts,Winter's exponential,Winters exponential,Holt-Winters,,,,,,,,,,,,,,,,,,,,,,forecast ,estimat,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Forecasts can generate combined forecasts,forecast ,estimat,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,combin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Forecasts can also be evaluated based on turning points,forecast ,estimat,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,turning point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Forecasts must be checked through an evaluation process,forecast ,estimat,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,eval,check,assess,review,analy,invest,exam,criteri,inspect,parameter,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,ARIMA  uses the autocorrelation function,ARIMA,,,,,,,,,,,,,,,,,,,,,,,,autocorrelat,auto-correlat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,ARIMA uses the partial autocorrelation function,ARIMA,,,,,,,,,,,,,,,,,,,,,,,,partial autocorrelat,partial auto-correlat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,ARIMA is a method for estimation of a stationary processes,ARIMA,,,,,,,,,,,,,,,,,,,,,,,,estimat,forecast ,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,,stationary process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,The autocorrelation function is a basic tool for identification,autocorrelat,auto-correlat,,,,,,,,,,,,,,,,,,,,,,,identif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,The partial autocorrelation function is a basic tool for identification,partial autocorrelat,partial auto-correlat,,,,,,,,,,,,,,,,,,,,,,,identif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Identification involves finding autoregressive terms,identif,,,,,,,,,,,,,,,,,,,,,,,,autoregress,auto-regress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Identification involves finding moving average terms,identif,,,,,,,,,,,,,,,,,,,,,,,,moving average,M.,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Identification involves finding the degree of differencing,identif,,,,,,,,,,,,,,,,,,,,,,,,degree of diff,degrees of diff,degree-of-diff,degrees-of-diff,DOD,D.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Autoregressive terms help to define a primary model for estimation,autoregress,auto-regress,,,,,,,,,,,,,,,,,,,,,,,mode ,system,method,structur,formul,standard,proce,operation,cours,approach,technique,way,,,,,,,,,,,,,,estimat,forecast ,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Moving average terms help to define a primary model for estimation,moving average,MA,M. ,,,,,,,,,,,,,,,,,,,,,,mode ,system,method,structur,formul,standard,proce,operation,cours,approach,technique,way,,,,,,,,,,,,,,estimat,forecast ,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Estimation is followed by diagnostic checking procedures ,estimat,forecast ,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,diagnos,identif,charac,indicat,,,,,,,,,,,,,,,,,,,,,,eval,check,assess,review,analy,invest,exam,criteri,inspect,parameter,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Differencing generates a stationary process for estimation,differenc,,,,,,,,,,,,,,,,,,,,,,,,stationary process,,,,,,,,,,,,,,,,,,,,,,,,,estimat,forecast ,predict,infer,expect,project,approx,evaluat,assess,measur,deduc,calc,extrapolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Differencing generates a stationary process from non-stationary processes,differenc,,,,,,,,,,,,,,,,,,,,,,,,stationary process,,,,,,,,,,,,,,,,,,,,,,,,,not,non,un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Non-stationary processes include the random-walk model,stationary process,,,,,,,,,,,,,,,,,,,,,,,,random-walk,random walk,randomwalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Decision Making,Estimation is followed by diagnostic checking procedures (Same as row 267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reena,They met Reena at the funeral of Aunt Vi (Reena's aunt),funeral,burial,ceremon,entomb,grave,,,,,,,,,,,,,,,,,,,,aunt,vi,godmother,god mother,god-mother,loved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
